Gene Symbol	SO:0001619|non-coding_transcript_variant	SO:0001575|splice_donor_variant	SO:0001822|inframe_deletion	SO:0001587|nonsense	SO:0001627|intron_variant	SO:0001819|synonymous_variant	SO:0001582|initiator_codon_variant	SO:0002073|no_sequence_alteration	SO:0002153|genic_upstream_transcript_variant	SO:0001589|frameshift_variant	SO:0001623|5_prime_UTR_variant	SO:0002152|genic_downstream_transcript_variant	SO:0001820|inframe_indel	SO:0001578|stop_lost	SO:0001821|inframe_insertion	SO:0001624|3_prime_UTR_variant	SO:0001574|splice_acceptor_variant	SO:0001583|missense_variant
GBGT1	0	0	0	0	2	6	0	0	0	0	3	0	0	0	0	2	0	11
RUNX1	0	0	1	1	12	2	1	0	0	1	7	0	0	0	1	1	2	3
PSG9	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	17
PSG8	0	0	0	0	12	2	0	0	0	0	0	0	0	0	0	0	0	10
MARF1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PLPP4	4	0	0	0	5	3	0	0	0	0	0	0	0	0	0	1	0	5
PSG4	0	0	0	0	24	2	0	0	0	0	0	0	0	0	0	0	0	22
BOLA3	0	0	1	0	9	3	0	0	0	0	0	0	0	0	0	1	0	12
PSG7	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6
WDPCP	410	0	5	7	0	99	1	0	0	14	37	0	0	0	0	13	0	266
ALDH7A1	0	3	0	5	53	21	3	0	0	5	53	0	0	0	0	0	1	74
PLPP2	0	0	0	0	1	0	1	0	0	0	5	0	0	0	0	0	0	7
PLPP1	7	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	7
LLGL2	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	3
GYPA	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
RWDD2B	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
LMAN2L	0	0	0	1	3	1	0	0	0	2	7	0	0	0	0	0	0	4
GYPC	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	3
GYPB	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2
MGST1	8	0	0	0	6	1	0	0	0	0	0	0	0	0	0	5	0	6
MGST2	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	2	0	4
SLC6A20	6	0	0	0	10	4	1	0	0	0	0	0	0	0	0	0	0	12
PTDSS2	9	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	9
PTDSS1	0	0	0	0	14	7	1	0	0	0	9	0	0	0	0	0	0	18
DPH1	76	1	0	1	10	9	2	0	0	5	18	0	0	0	0	13	0	63
DPH2	0	0	0	2	15	1	0	0	0	0	7	0	0	0	0	0	0	17
DPH3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LCN10	10	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	13
DPH7	0	0	0	0	5	0	0	0	0	0	4	0	0	0	0	10	0	15
RFPL3S	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
SRPK2	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	2
SRPK3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
INSR	0	1	0	0	6	2	0	0	0	0	0	0	0	0	0	0	1	4
SIGLEC11	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	8
TMEM50B	29	0	0	0	5	8	0	0	0	1	0	0	0	0	0	0	0	15
SIGLEC10	12	0	0	0	6	2	0	1	0	0	0	0	0	0	0	0	0	14
CIDEA	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
CIDEB	0	0	0	0	0	1	0	0	0	1	24	0	0	0	0	8	0	30
AMMECR1	0	0	0	2	14	2	0	0	0	0	5	0	0	0	0	0	0	15
MEMO1	3	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	3
NMBR	0	0	0	0	10	1	0	0	0	0	1	0	0	0	0	0	0	10
CIDEC	0	0	0	0	10	2	0	0	0	0	1	0	0	0	0	0	0	9
SRPK1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
CCT6A	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
DMRTC1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
GKAP1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
RTL8A	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
NODAL	0	0	1	1	17	10	2	0	0	2	18	0	0	0	0	0	0	20
INVS	551	0	6	22	4	146	0	0	0	24	150	0	0	0	1	17	1	329
RYR1	0	0	3	1	4	1	1	0	0	0	0	0	3	0	0	0	0	3
RYR2	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	1
HBS1L	0	0	0	0	1	2	0	0	0	0	7	0	0	0	0	0	0	5
DAZAP2	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	6
DAZAP1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	4
RYR3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
GYS1	372	0	2	9	33	104	2	0	0	10	8	0	0	1	0	16	1	222
ZMYM1	0	0	0	0	2	0	0	0	0	0	9	0	0	0	0	0	0	9
ESM1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
EPB41L4A	52	0	0	0	4	4	0	1	0	0	0	0	0	0	0	0	0	47
ZMYM2	127	0	1	27	6	7	0	0	0	27	0	0	0	0	0	0	0	65
ZMYM3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ZMYM4	0	0	0	0	3	0	0	0	0	0	5	0	0	0	0	0	0	5
NKIRAS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
PCF11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ZMYM5	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	3
NKIRAS2	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	2	0	4
GAS8-AS1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NME3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
AP3B1	0	1	1	0	0	3	0	0	0	0	20	0	1	0	0	0	1	17
NME4	0	0	0	0	9	1	0	0	0	0	10	0	0	0	0	3	0	16
IL17RE	31	0	0	0	2	3	0	0	0	0	7	0	0	0	0	6	0	32
RHOF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4
IL17RD	0	0	0	0	8	4	1	0	0	0	9	0	0	0	0	0	0	12
TUBG1	8	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	2
IL17RC	389	7	4	13	89	154	0	1	0	7	0	0	1	0	2	0	2	253
RHOD	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
AP3B2	0	1	0	0	13	7	1	0	0	1	1	0	0	0	0	0	1	7
UCHL5	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7
RHOA	0	0	0	0	10	1	0	0	0	0	11	0	0	0	0	0	0	14
NME1	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
IL17RA	0	0	0	0	18	8	0	0	0	0	0	0	0	0	0	0	0	10
RAD51B	0	0	0	1	15	3	0	0	0	1	7	0	0	2	0	9	0	8
CEACAM3	21	0	0	0	2	4	0	0	0	0	0	0	0	1	0	0	0	18
RAD51D	1011	18	10	57	431	271	11	0	0	100	22	0	6	3	2	11	11	695
CEACAM1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2
RAD51C	1189	5	10	52	15	252	7	2	0	84	37	0	1	3	2	20	1	729
NME6	0	0	0	0	2	2	0	0	0	0	1	0	0	0	0	0	0	4
NRN1L	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	6
NME7	13	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	13
TNNT1	0	0	0	1	22	6	1	0	0	1	0	0	0	0	0	0	1	16
TNNT2	0	5	3	4	106	22	2	0	0	3	0	0	0	0	1	0	4	69
NME9	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	4
TNNT3	0	0	1	1	17	4	1	0	0	0	9	0	0	0	0	0	2	19
CEACAM4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	3
RHOU	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
DNASE1L3	0	0	0	0	16	5	1	0	0	2	0	0	0	0	0	0	0	10
DNASE1L1	39	1	0	3	27	12	2	2	0	3	37	0	0	0	0	0	1	20
USP17L27	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
TNXB	0	0	0	0	3	2	0	0	0	1	9	0	0	0	1	0	2	4
PAPLN	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63
TUBD1	0	0	0	0	10	1	0	0	0	0	7	0	0	0	0	0	0	11
UQCR10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
RAD54B	0	0	0	0	0	0	0	0	0	1	5	0	0	1	0	0	0	5
ATP5F1A	0	1	1	0	9	2	0	0	0	0	17	0	0	0	0	0	0	12
KIAA0753	236	1	0	12	8	53	2	0	0	3	71	0	0	0	0	1	0	167
ADAD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
RAD54L	0	0	0	0	1	110	2	0	0	0	192	0	0	0	0	138	1	220
LCMT2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	5
TBL1X	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	4
ANKMY1	61	0	0	0	42	3	1	0	0	0	18	0	0	0	0	0	0	67
LY6G6F	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
ADAD2	11	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	10
RANBP2	36	0	0	1	18	1	1	0	0	0	17	0	0	0	1	0	1	42
RANBP1	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	5
RANBP3	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5
ERBIN	0	1	1	2	44	10	0	0	0	0	0	0	0	0	0	0	0	32
AP3D1	0	0	2	0	47	13	0	0	0	0	0	0	0	0	1	0	1	30
RANBP9	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	4
RANBP6	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	15	0	27
ATP5F1E	7	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	4
CAMK4	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	7
R3HCC1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
RAB3GAP2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
GHRL	1	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	5
B9D1	0	0	3	2	75	33	2	0	0	2	65	0	0	1	0	36	0	87
ZNF354A	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
RAB3GAP1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
STEAP3	16	0	0	1	1	4	0	0	0	0	0	0	0	0	0	9	0	21
STEAP4	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	11
PRAG1	32	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31
ARHGAP39	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC375196	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
ESPN	0	1	0	0	12	2	1	0	0	1	0	0	0	0	0	0	0	11
ARHGAP36	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	3
ARHGAP44	19	0	0	0	4	2	0	0	0	0	2	0	0	0	0	6	0	18
SYDE1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
PSPH	0	0	0	0	13	0	0	0	0	0	13	0	0	0	0	0	1	0
GHSR	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1
KCTD1	0	0	1	0	34	1	0	0	0	0	0	0	0	0	0	0	0	32
KCTD2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
KCTD3	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	3
PDIA6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3
PDIA5	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
KCTD7	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	24	0	0
PDIA4	24	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	24
ARHGAP45	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DPM1	164	1	2	4	11	44	2	0	0	5	0	0	0	0	0	7	1	100
DPM2	67	0	0	1	20	15	0	0	0	3	4	0	0	0	0	8	1	30
DPM3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
CMPK1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CMPK2	7	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	7
LRIF1	0	0	0	1	14	0	0	0	0	0	1	0	0	0	0	0	0	14
AIPL1	0	2	2	12	142	63	3	0	0	11	36	0	0	0	2	102	10	154
STEAP2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
BTF3L4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
ARHGAP19	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
ARHGAP17	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7
CSF2RB	0	0	1	0	1	1	1	0	0	0	0	0	2	0	1	0	0	1
SEZ6L2	0	0	0	0	19	6	0	0	0	0	0	0	0	0	0	0	0	13
AGER	28	0	0	0	13	7	0	1	0	0	0	0	0	0	0	2	0	25
NALCN	45	2	0	1	11	9	0	0	0	1	0	0	0	0	1	0	1	31
ESS2	38	0	0	0	0	9	0	0	0	0	0	0	0	0	0	18	0	29
CSF2RA	212	3	1	10	142	82	0	0	0	5	45	0	0	0	0	30	1	156
PALM2AKAP2	0	0	1	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0
ARHGAP12	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
DPP3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DPP4	31	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	31
ARHGAP22	38	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	37
ARHGAP21	80	0	0	0	1	11	1	0	0	2	3	0	0	0	0	0	0	67
PDZD4	0	0	0	0	5	0	0	0	0	1	3	0	0	0	0	0	0	5
DPP6	46	1	2	2	25	16	1	0	1	1	2	5	0	0	1	6	1	42
ARHGAP20	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
DPP8	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
MAN2A2	49	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	46
DPP9	55	0	0	3	7	8	0	0	0	0	2	0	0	0	0	2	0	48
CASKIN2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
MYH14	0	0	0	0	8	2	0	0	0	1	0	0	0	0	0	0	0	5
MYH11	0	13	14	8	749	276	1	0	0	9	0	0	2	1	6	305	3	482
MARK4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5
MARK3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
MYH10	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	2
PDZD7	0	0	0	2	5	22	1	0	0	0	0	0	0	0	0	2	0	23
MARK2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
RAP1GAP2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
SMAD2	0	0	0	0	7	2	0	0	0	0	0	0	0	0	0	0	0	5
SMAD1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
SMAD4	85	4	0	4	0	70	5	0	0	9	0	0	0	1	0	0	2	16
SMAD3	0	4	1	6	17	21	7	0	0	8	84	0	3	0	3	0	2	52
ALYREF	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ASPSCR1	31	0	0	0	2	0	2	0	0	0	1	0	0	0	0	0	0	33
ARHGAP29	0	0	0	0	4	0	1	0	0	1	0	0	0	0	0	0	0	3
IFT122	0	2	1	3	42	17	0	0	0	5	33	0	1	0	1	0	0	33
SMAD9	0	1	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	3
TDRD7	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	0	3
A2ML1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0
TDRD6	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
ARHGAP27	23	0	0	0	9	0	0	0	0	0	1	0	0	0	0	1	0	28
TDRD5	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	6
ARHGAP26	25	0	0	0	4	3	0	0	0	1	0	0	0	0	0	1	0	23
SMAD6	723	0	4	53	0	212	5	0	0	65	3	0	1	1	6	1	0	377
OPN5	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
ESR1	0	0	1	3	89	20	0	0	0	1	7	0	0	0	0	79	0	45
ARHGAP24	0	0	0	0	22	7	0	0	0	0	14	0	0	0	0	0	0	17
TDRD3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
ESR2	75	0	1	0	22	24	0	0	0	2	0	0	0	0	0	5	0	43
NMRAL1	19	0	0	0	8	0	0	0	0	0	0	0	0	0	0	3	0	19
SMAD7	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	2
TDRD1	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	11
ARHGAP33	0	1	0	0	3	1	0	0	0	0	1	0	0	0	0	0	1	5
ARHGAP32	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	2
ARHGAP30	0	0	0	0	10	0	0	0	0	0	2	0	0	0	0	0	0	10
TP53I3	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	1	0	9
DNMBP	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
MAN2B2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
SRPRA	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
SRPRB	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8
EBPL	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6
RADIL	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	27
MAN2B1	0	1	0	0	1	0	6	0	0	1	0	0	0	0	0	0	2	5
ULBP1	20	0	0	0	15	3	0	0	0	1	0	0	0	0	0	0	0	16
CRISP1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	3
CRISP2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OR6Q1	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	12
MADCAM1	0	0	0	0	4	0	0	0	0	1	0	0	1	0	2	0	0	2
MAN2C1	13	0	0	1	8	1	0	0	0	1	0	0	0	0	0	13	2	20
DESI2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
MARS2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1
LMNTD1	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	6
MARS1	5	0	2	1	28	5	1	0	0	0	1	0	0	1	0	0	2	17
TRNAU1AP	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OPRM1	225	0	0	8	379	30	0	0	0	11	96	0	0	2	0	171	2	80
URB1	0	0	0	0	18	3	0	0	0	0	0	0	0	0	0	18	0	10
ITGB1BP1	6	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	6
ITGB1BP2	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	3
NPY4R	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	2
OPRL1	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	1	0	9
MOSPD1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
MTIF2	0	0	0	0	3	0	0	0	0	0	5	0	0	0	0	0	0	8
TOB1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2
PRRG3	14	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	14
ERBB3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1
ERBB4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
NT5DC2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
ERBB2	450	2	1	7	374	177	1	0	0	7	15	0	4	0	8	56	1	246
S1PR1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
LRIG1	0	0	0	0	5	1	0	0	5	0	8	0	0	0	0	0	0	16
BPNT1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2
S1PR3	3	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	3
NCAM1	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	5
LRIG2	0	0	0	0	0	2	1	0	0	1	9	0	0	0	0	0	0	6
NCAM2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
REPS1	0	0	0	0	9	3	0	0	0	0	0	0	0	0	0	0	0	6
RWDD1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	3
LGI1	315	2	0	15	187	103	1	1	0	16	3	0	0	0	0	11	0	200
RWDD3	8	0	0	0	3	0	0	0	0	0	1	0	0	0	0	6	0	8
RWDD4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	4
LGI4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
OPRK1	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	5
NAP1L1	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	1	0	5
SGPP2	0	0	0	0	2	0	0	0	0	0	6	0	0	0	0	0	0	6
SHCBP1	31	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	31
FMNL3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	7
PIKFYVE	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
GNPDA2	4	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	3
XPNPEP1	0	0	0	1	2	0	0	0	0	0	3	0	0	0	0	0	0	5
XPNPEP3	0	0	0	0	21	0	0	0	0	1	0	0	0	0	0	14	0	20
SSBP1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
SSBP2	7	1	0	0	6	0	0	0	0	0	3	0	0	0	0	0	0	7
SSBP3	0	0	0	0	8	0	0	0	0	2	2	0	0	0	0	0	0	7
SSBP4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ZPR1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ITSN2	0	2	0	0	2	0	1	0	0	0	2	0	0	0	0	0	0	4
NUP107	0	0	0	1	0	4	0	0	0	0	4	0	0	0	0	0	0	5
IFT172	0	2	2	4	106	20	0	0	0	7	0	0	4	0	3	15	2	79
PWWP2B	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ITSN1	0	0	0	1	13	1	0	0	0	0	0	0	0	0	0	0	1	10
SPINT2	0	1	0	0	18	9	2	0	0	0	0	0	0	0	0	0	0	10
SLA2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ALKBH6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3
ALKBH8	49	0	0	3	4	3	0	0	0	3	0	0	1	0	0	0	0	39
ALKBH2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	4
KIAA1586	0	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	6
DPYSL2	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1
ZC3H12A	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	12
GPBP1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
FGFR1OP2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
PWWP2A	9	0	0	0	9	2	0	0	0	0	6	0	0	0	0	0	0	15
SMCO2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5
CKMT1B	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ANKFY1	40	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	36
VSTM1	8	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	8
SAP30BP	11	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	11
CXADR	0	0	0	0	9	3	0	0	0	0	0	2	0	0	0	2	0	12
FNBP1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
CACNA2D1	0	0	1	0	8	3	0	0	0	0	0	0	1	0	1	0	0	4
CACNA2D3	1	0	0	1	13	0	0	0	0	2	2	0	0	0	0	0	0	11
CACNA2D2	100	3	1	2	83	42	1	0	0	6	2	0	2	0	3	0	1	84
CACNA2D4	0	0	0	0	16	0	2	0	0	1	0	0	0	0	0	0	0	17
LRATD1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
MTHFD1	0	0	0	2	34	17	0	0	0	1	0	0	0	0	0	14	0	28
MTHFD2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
LRATD2	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3
ZC3H11A	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	24	0	59
FEZ2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
TCEANC2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ASPHD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
MPPE1	18	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	18
OPTN	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PLBD2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
SLBP	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
URI1	18	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	15
MEPCE	0	0	0	0	20	0	0	0	0	0	11	0	0	0	0	0	0	24
TEX26	10	0	0	0	6	0	1	0	0	0	8	0	0	0	0	0	0	12
LYPD4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LYPD5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
TEX29	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
DEDD2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
PRPSAP1	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	4
HLCS	666	0	1	47	20	268	2	0	0	49	21	0	0	0	1	78	1	215
MOV10L1	0	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	7
LTA4H	18	0	0	0	2	3	0	0	0	0	1	0	0	0	0	3	0	15
ATRIP	132	0	2	2	21	42	1	0	0	2	7	0	0	0	0	0	0	83
JAG2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
HEXIM2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
